กลุ่มยา,ชื่อสามัญ,รูปแบบยา/ความแรง,ขนาดบรรจุ,รูปแบบยา,ความแรง,หน่วยความแรง,ขนาดบรรจุ,หน่วยขนาดบรรจุ,ราคากลาง(รวมภาษีมูลค่าเพิ่ม)(บาท),หมายเหตุ
"6.2 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาเดี่ยว",Empagliflozin,tab 10 mg,1 เม็ด,,,,,,44.94,
"6.2 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาเดี่ยว",Empagliflozin,tab 25 mg,1 เม็ด,,,,,,67.41,
"6.2 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาเดี่ยว",Luseogliflozin,tab 2.5 mg,1 เม็ด,,,,,,35.21,
"6.2 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาเดี่ยว",Luseogliflozin,tab 5 mg,1 เม็ด,,,,,,53.97,
"6.2 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาเดี่ยว",Gemigliptin,tab 50 mg ,1 เม็ด,,,,,,30.5,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Glibenclamide,tab 500 mg+2.5 mg,1 เม็ด,,,,,,0.53,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Glibenclamide,tab 500 mg+5 mg,1 เม็ด,,,,,,0.65,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Gliclazide,tab 500 mg+80 mg,1 เม็ด,,,,,,1.28,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Glimepiride ,SR tab 500 mg+2 mg,1 เม็ด,,,,,,7.84,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Pioglitazone,tab 850 mg+15 mg,1 เม็ด,,,,,,1.42,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Alogliptin,tab 500 mg+12.5 mg,1 เม็ด,,,,,,17.52,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Alogliptin,tab 1000 mg+12.5 mg,1 เม็ด,,,,,,17.92,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Linagliptin,tab 500 mg+2.5 mg,1 เม็ด,,,,,,19.26,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Linagliptin,tab 1000 mg+2.5 mg,1 เม็ด,,,,,,19.66,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Saxagliptin,ER tab 1000 mg+2.5 mg,1 เม็ด,,,,,,23.38,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Saxagliptin,ER tab 500 mg+5 mg,1 เม็ด,,,,,,36.59,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Saxagliptin,ER tab 1000 mg+5 mg,1 เม็ด,,,,,,39.63,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Sitagliptin,tab 500 mg+50 mg,1 เม็ด,,,,,,20.08,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Sitagliptin,tab 1000 mg+50 mg,1 เม็ด,,,,,,20.48,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Vildagliptin,tab 500 mg+50 mg,1 เม็ด,,,,,,20,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Vildagliptin,tab 850 mg+50 mg,1 เม็ด,,,,,,20.07,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Vildagliptin,tab 1000 mg+50 mg,1 เม็ด,,,,,,20.4,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Dapagliflozin,ER tab 500 mg+5 mg,1 เม็ด,,,,,,26.56,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Dapagliflozin,ER tab 500 mg+10 mg,1 เม็ด,,,,,,49.03,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Dapagliflozin,ER tab 1000 mg+5 mg,1 เม็ด,,,,,,29.6,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Dapagliflozin,ER tab 1000 mg +10 mg,1 เม็ด,,,,,,52.07,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Empagliflozin,tab 1000 mg+12.5 mg,1 เม็ด,,,,,,34.51,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Metformin+Empagliflozin,tab 1000 mg+5 mg,1 เม็ด,,,,,,23.27,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Pioglitazone+Alogliptin,tab 15 mg+25 mg,1 เม็ด,,,,,,35.19,
"6.3 กลุ่มยา Blood glucose lowering drugs, exclude insulins สูตรยาผสม",Pioglitazone+Alogliptin,tab 30 mg+25 mg,1 เม็ด,,,,,,35.19,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Atenolol,tab 25 mg,1 เม็ด,,,,,,0.3,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Atenolol,tab 50 mg,1 เม็ด,,,,,,0.35,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Atenolol,tab 100 mg,1 เม็ด,,,,,,0.5,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Bisoprolol,tab 2.5 mg,1 เม็ด,,,,,,2.72,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Bisoprolol,tab 5 mg,1 เม็ด,,,,,,3.15,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Bisoprolol,tab 10 mg,1 เม็ด,,,,,,2.72,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Carvedilol,tab 6.25 mg,1 เม็ด,,,,,,4.07,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Carvedilol,tab 12.5 mg,1 เม็ด,,,,,,4.5,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Carvedilol,tab 25 mg,1 เม็ด,,,,,,4.75,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Esmolol,sterile sol  10 mg/1 ml (10 ml),1 ไวแอล,,,,,,350,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Labetalol,sterile sol  5 mg/1 ml (5 ml),1 แอมพูล,,,,,,308,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Metoprolol succinate,SR tab 100 mg,1 เม็ด,,,,,,7.68,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Metoprolol tartrate,tab 50 mg,1 เม็ด,,,,,,0.4,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Metoprolol tartrate,tab 100 mg,1 เม็ด,,,,,,0.8,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Metoprolol tartrate,SR tab 200 mg,1 เม็ด,,,,,,4.02,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Nebivolol,tab 5 mg,1 เม็ด,,,,,,20,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Propranolol hydrochloride,tab 10 mg,1 เม็ด,,,,,,0.25,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Propranolol hydrochloride,tab 20 mg,1 เม็ด,,,,,,0.29,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Propranolol hydrochloride,tab 40 mg,1 เม็ด,,,,,,0.36,
7.1 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาเดี่ยว,Propranolol hydrochloride,tab 80 mg,1 เม็ด,,,,,,0.51,
7.2 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาผสม,Bisoprolol + Amlodipine besilate,tab 5 mg + 5 mg,1 เม็ด,,,,,,4.16,
7.2 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาผสม,Bisoprolol + Amlodipine besilate,tab 5 mg +10 mg,1 เม็ด,,,,,,4.66,
7.2 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาผสม,Bisoprolol + Hydrochlorothiazide,tab 2.5 mg + 6.25 mg,1 เม็ด,,,,,,2.9,
7.2 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาผสม,Bisoprolol + Hydrochlorothiazide,tab 5 mg + 6.25 mg,1 เม็ด,,,,,,3.33,
7.2 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาผสม,Bisoprolol + Hydrochlorothiazide,tab 10 mg + 6.25 mg,1 เม็ด,,,,,,2.9,
7.2 กลุ่มยา Beta-Adrenoceptor Blocking Drugs สูตรยาผสม,Timolol + Hydrochlorothiazide + Amiloride,tab 10 mg +25 mg+2.5 mg,1 เม็ด,,,,,,3.05,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Bimatoprost ,eye drop 0.3 mg/ml (3 ml),1 ขวด,,,,,,85.01,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Bimatoprost,eye drop 0.1 mg/ml (3 ml) ,1 ขวด,,,,,,175,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Bimatoprost + Timolol,eye drop (0.3 mg+5 mg)/1 ml (0.4 ml),1 หลอด,,,,,,16,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Bimatoprost + Timolol ,eye drop (0.3 mg+5 mg)/1 ml (3 ml) ,1 ขวด,,,,,,227.01,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Latanoprost,eye drop 50 mcg/1 ml (2.5 ml),1 ขวด,,,,,,101.65,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Latanoprost + Timolol,eye drop (0.05 mg+ 5 mg)/ml (2.5 ml) ,1 ขวด,,,,,,153.66,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Tafluprost,eye drop 15 mcg/ml (0.3 ml),1 หลอด,,,,,,18.6,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Tafluprost,eye drop 15 mcg/ml (2.5 ml),1 ขวด,,,,,,206,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Tafluprost + Timolol ,eye drop  (0.015+5mg)/1ml (0.3 ml),1 หลอด,,,,,,20.33,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Tafluprost + Timolol ,eye drop (0.015 mg+5 mg)/ml  (2.5 ml),1 ขวด,,,,,,258,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Timolol maleate  ,eye drop 0.5% 5 (ml),1 ขวด,,,,,,52.01,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Travoprost,eye drop 0.03 mg/ml (2.5 ml) ,1 ขวด,,,,,,163.42,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Travoprost,eye drop 0.04 mg/ml (2.5 ml) ,1 ขวด,,,,,,217.89,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Travoprost + Timolol,eye drop (0.04 mg + 5 mg)/ml (2.5 ml),1 ขวด,,,,,,269.9,
8.1 กลุ่มยา Drugs for treatment of glaucoma,Dorzolamide hydrochloride,eye drop 20 mg/1 ml (5 ml),1 ขวด,,,,,,251.45,
8.1 กลุ่มยา Drugs for treatment of glaucoma,"Dorzolamide hydrochloride + 
Timolol maleate",eye drop (20 mg +5 mg)/ml (5 ml),1 ขวด,,,,,,299.6,
8.2 กลุ่มยา Anti-neovascularization agents,Aflibercept,sterile sol 40 mg/ml (0.28 ml) ,1 ไวแอล,,,,,,36037.6,
8.2 กลุ่มยา Anti-neovascularization agents,Ranibizumab,sterile sol 10 mg/ml (0.23 ml) ,1 ไวแอล,,,,,,36380,
8.2 กลุ่มยา Anti-neovascularization agents,Verteporfin,sterile pwdr 15 mg,1 ไวแอล,,,,,,37369.22,
8.3 กลุ่มยา Antiallergics eye preparations,Olopatadine hydrochloride,eye drop 1 mg/1 ml (5 ml),1 ขวด,,,,,,125,
"8.4 กลุ่มยา Tear deficiency, ocular lubricants and astringents","Hypromellose + Dextran 70 
(preservative free)",eye drop 0.3%+0.1% w/v (0.8 ml) ,1 หลอด,,,,,,4.55,
9.1 ยากลุ่ม statins,Atorvastatin,tab 10 mg ,1 เม็ด,,,,,,10.5,
9.1 ยากลุ่ม statins,Atorvastatin,tab 20 mg ,1 เม็ด,,,,,,15.15,
9.1 ยากลุ่ม statins,Atorvastatin,tab 40 mg ,1 เม็ด,,,,,,25,
9.1 ยากลุ่ม statins,Atorvastatin,tab 80 mg ,1 เม็ด,,,,,,50,
9.1 ยากลุ่ม statins,Fluvastatin,SR tab 80 mg,1 เม็ด,,,,,,21.77,
9.1 ยากลุ่ม statins,Pitavastatin calcium,tab 2 mg ,1 เม็ด,,,,,,15,
9.1 ยากลุ่ม statins,Pravastatin,tab 20 mg ,1 เม็ด,,,,,,20.72,
9.1 ยากลุ่ม statins,Pravastatin,tab 40 mg ,1 เม็ด,,,,,,33.17,
9.1 ยากลุ่ม statins,Rosuvastatin,tab 10 mg ,1 เม็ด,,,,,,17.2,
9.1 ยากลุ่ม statins,Rosuvastatin,tab 20 mg ,1 เม็ด,,,,,,21.4,
9.1 ยากลุ่ม statins,Simvastatin,tab 10 mg ,1 เม็ด,,,,,,0.5,
9.1 ยากลุ่ม statins,Simvastatin,tab 20 mg ,1 เม็ด,,,,,,0.75,
9.1 ยากลุ่ม statins,Simvastatin,tab 40 mg ,1 เม็ด,,,,,,1.35,
9.1 ยากลุ่ม statins,Simvastatin,tab 80 mg ,1 เม็ด,,,,,,2.7,
9.2 ยา Ezetimibe,Ezetimibe,tab 10 mg ,1 เม็ด,,,,,,16.05,
9.3 กลุ่มยา Fibrates,Bezafibrate,tab 200 mg,1 เม็ด,,,,,,1.7,
9.3 กลุ่มยา Fibrates,Choline fenofibrate,delayed release cap 135 mg,1 แคปซูล,,,,,,17.67,
9.3 กลุ่มยา Fibrates,Fenofibrate,tab 160 mg,1 เม็ด,,,,,,5.35,
9.3 กลุ่มยา Fibrates,Fenofibrate,cap 160 mg,1 แคปซูล,,,,,,5.35,
9.3 กลุ่มยา Fibrates,"Fenofibrate, nanoparticle",tab 145 mg,1 เม็ด,,,,,,11.24,
9.3 กลุ่มยา Fibrates,"Fenofibrate, micronized",cap 200 mg,1 แคปซูล,,,,,,5.35,
9.3 กลุ่มยา Fibrates,"Fenofibrate, non micronized",cap 100 mg,1 แคปซูล,,,,,,3.21,
9.3 กลุ่มยา Fibrates,"Fenofibrate, non micronized",cap 300 mg,1 แคปซูล,,,,,,5.35,
9.3 กลุ่มยา Fibrates,"Fenofibrate, non micronized",cap 200 mg,1 แคปซูล,,,,,,3.33,
9.3 กลุ่มยา Fibrates,Gemfibrozil,cap 300 mg,1 แคปซูล,,,,,,0.75,
9.3 กลุ่มยา Fibrates,Gemfibrozil,tab 600 mg,1 เม็ด,,,,,,1,
9.3 กลุ่มยา Fibrates,Gemfibrozil,tab 900 mg,1 เม็ด,,,,,,4,
9.4 กลุ่มยา Other lipid regulating drugs,Acipimox,cap 250 mg,1 แคปซูล,,,,,,8.45,
9.4 กลุ่มยา Other lipid regulating drugs,Colestyramine (Cholestyramine),oral granules 4 g,1 ซอง,,,,,,20,
9.4 กลุ่มยา Other lipid regulating drugs,Nicotinic acid,SR tab 500 mg,1 เม็ด,,,,,,14.59,
9.4 กลุ่มยา Other lipid regulating drugs,Nicotinic acid,tab 50 mg,1 เม็ด,,,,,,0.2,
9.4 กลุ่มยา Other lipid regulating drugs,Omega-3-triglycerides incl.other esters and acids,cap 1000 mg,1 แคปซูล,,,,,,28.44,
9.5 กลุ่มยาลดไขมันสูตรผสม,Atorvastatin + Amlodipine,tab 10+5 mg,1 เม็ด,,,,,,11.14,
9.5 กลุ่มยาลดไขมันสูตรผสม,Atorvastatin + Amlodipine,tab 10+10 mg,1 เม็ด,,,,,,11.65,
9.5 กลุ่มยาลดไขมันสูตรผสม,Atorvastatin + Amlodipine,tab 20+10 mg,1 เม็ด,,,,,,16.3,
9.5 กลุ่มยาลดไขมันสูตรผสม,Atorvastatin + Amlodipine,tab 40+10 mg,1 เม็ด,,,,,,26.15,
9.5 กลุ่มยาลดไขมันสูตรผสม,Simvastatin + Ezetimibe,tab 10+10 mg,1 เม็ด,,,,,,16.55,
9.5 กลุ่มยาลดไขมันสูตรผสม,Simvastatin + Ezetimibe,tab 20+10 mg,1 เม็ด,,,,,,16.8,
9.5 กลุ่มยาลดไขมันสูตรผสม,Simvastatin + Ezetimibe,tab 40+10 mg,1 เม็ด,,,,,,17.4,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Captopril,tab 12.5 mg,1 เม็ด,,,,,,2.25,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Captopril,tab 25   mg,1 เม็ด,,,,,,1.56,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Enalapril maleate,tab 5 mg,1 เม็ด,,,,,,0.3,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Enalapril maleate,tab 10 mg,1 เม็ด,,,,,,0.45,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Enalapril maleate,tab 20 mg,1 เม็ด,,,,,,0.5,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Imidapril ,tab 5 mg,1 เม็ด,,,,,,5.52,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Imidapril ,tab 10 mg,1 เม็ด,,,,,,10.19,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Lisinopril,tab 5 mg,1 เม็ด,,,,,,1.78,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Lisinopril,tab 10 mg,1 เม็ด,,,,,,2.64,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Lisinopril,tab 20 mg,1 เม็ด,,,,,,5,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Perindopril arginine,tab 5 mg,1 เม็ด,,,,,,9.76,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Perindopril arginine,tab 10 mg,1 เม็ด,,,,,,15.28,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Quinapril,tab 5 mg,1 เม็ด,,,,,,4.24,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Quinapril,tabt 10 mg,1 เม็ด,,,,,,4.24,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Quinapril,tab 20 mg,1 เม็ด,,,,,,6.79,
10.1 กลุ่มยา Angiotensin Conversting Enzyme Inhibitor สูตรยาเดี่ยว,Quinapril,tab 40 mg,1 เม็ด,,,,,,12.97,
